name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,
A. Isak ST LW,23,83+1,87+1,"Newcastle United
2022 ~ 2028",233731,"192cm / 6'4""",77kg / 170lbs,Right,85,ST,4,€52.5M,€130K,€103.7M,386,66,86+2,77,78,79,367,87,70,65,59,86,403,82,85,81,82,73,397,82,88,75,76,76,342,58,38,84,79,83,84,98,35,34,29,40,7,6,9,7,11,2033,436,2,84,83,72,85,39,
M. Reus CAM CF,34,82,82,"Borussia Dortmund
2012 ~ 2024",188350,"180cm / 5'11""",71kg / 157lbs,Right,82,CAM,0,€14.5M,€60K,€24.7M,379,82,84,44,85,84,420,85,87,85,77,86,370,68,60,78,83,81,355,82,61,65,66,81,355,51,56,84,83,81,86,165,59,47,59,61,12,12,13,13,11,2105,430,3,64,83,83,84,53,
C. Palmer RM RW CAM,21,79+2,87+3,"Chelsea
2023 ~ 2030",257534,"189cm / 6'2""",74kg / 163lbs,Left,82,CAM,8,€39.5M,€76K,€83M,343,70+2,80+5,48+5,82+1,63+8,376,81+1,77+3,64+7,71,83,377,72+1,77+1,78,80+5,70+6,342,75,62+4,75+9,58+1,72+4,347,57+7,43+3,80+5,82+1,85+5,84+3,144,47-1,52+5,45,51,7,6,10,14,14,1980,420,1,75,77,77,81,48,
L. Stergiou CB,21,70,80,"VfB Stuttgart
Jun 30, 2024 On loan",247360,"180cm / 5'11""",75kg / 165lbs,Right,72,CB,10,€3.3M,€5K,€0,221,36,27,64,66,28,221,38,33,29,65,56,387,84,84,77,70,72,312,49,85,76,77,25,271,69,72,39,52,39,60,210,70,72,68,41,7,8,11,6,9,1663,368,1,84,32,54,52,70,
J. Bellingham CM CAM ST,17,66,82,"Sunderland
2023 ~ 2028",270964,"191cm / 6'3""",75kg / 165lbs,Right,68,CAM,16,€2.1M,€1K,€5.3M,285,51,56,64,67,47,303,69,55,44,65,70,339,68,72,68,61,70,315,57,70,69,63,56,296,56,64,65,66,45,66,187,61,66,60,59,10,10,13,15,11,1784,383,1,70,56,62,69,63,
W. Zaïre-Emery CM CDM,17,80+1,90,"Paris Saint Germain
2022 ~ 2025",270673,"178cm / 5'10""",68kg / 150lbs,Right,82,CM,10,€43.5M,€11K,€89.2M,329,66,66+1,66,82+1,49,357,78+1,64,53,81+1,81+1,395,80,78,74,79+1,84,384,76+1,80,84+1,75,69+1,369,76,78+1,76,80+1,59,77,224,71,80,73,55,14,11,7,8,15,2113,455,1,79,68,76,79,75,
C. Hudson-Odoi LM LW RW,22,76,81,"Nottingham Forest
2023 ~ 2026",240740,"182cm / 6'0""",76kg / 168lbs,Right,77,RM,5,€11.5M,€49K,€22.7M,330,75,70,52,74,59,376,82,76,71,69,78,388,86,74,83,67,78,335,71,70,67,58,69,291,51,44,69,72,55,72,143,47,51,45,58,14,13,11,15,5,1921,407,2,79,69,73,79,48,
V. Gyökeres ST,25,82+1,87+1,"Sporting CP
2023 ~ 2028",241651,"187cm / 6'2""",90kg / 198lbs,Right,84,ST,5,€45M,€22K,€93.4M,371,61,85+1,78,73,74,342,81+1,70,59,52,80+2,403,85+1,88+2,70,79+4,81+4,434,85+4,94-1,93+3,90,72,346,82,28,83,74,79+9,79+6,84,34,34,16,56,10,13,11,14,8,2036,438,1,87,81,67,79,35,
J. Hato CB LB,17,73,88,"Ajax
2022 ~ 2028",272978,"182cm / 6'0""",76kg / 168lbs,Left,75,CDM,15,€6.5M,€550,€13.2M,270,55,36,67,77,35,299,67,54,31,73,74,395,82,88,75,75,75,306,53,86,71,67,29,294,67,77,52,64,34,72,216,72,74,70,40,8,5,5,13,9,1820,403,1,85,39,66,71,73,
R. Højlund ST,20,78,89,"Manchester United
2023 ~ 2028",259399,"191cm / 6'3""",79kg / 174lbs,Left,80,ST,11,€31M,€82K,€65.1M,326,38,78,70,72,68,306,76,58,48,49,75,378,82,86,69,78,63,405,83,88,78,86,70,325,82,28,80,65,70,75,79,32,28,19,50,12,8,9,14,7,1869,409,1,84,77,58,74,33,
F. Wirtz CAM,20,87,92,"Bayer 04 Leverkusen
2020 ~ 2027",256630,"177cm / 5'10""",71kg / 157lbs,Right,89,CAM,5,€118.5M,€77K,€210.3M,367,82,79,42,90,74,407,87,80,64,86,90,420,81,80,87,86,86,347,75,61,83,53,75,340,63,44,83,90,60,84,151,58,49,44,57,14,14,13,6,10,2089,443,3,80,76,86,88,50,
A. Gray CM RB CDM,17,72,86,"Leeds United
2021 ~ 2028",270208,"187cm / 6'2""",70kg / 154lbs,Right,74,CM,14,€5.5M,€4K,€13.9M,321,67,59,65,75,55,336,74,60,55,73,74,367,74,77,72,72,72,342,62,75,75,70,60,336,71,70,68,70,57,75,210,70,70,70,51,15,12,13,6,5,1963,422,1,76,60,70,74,70,
Vitor Roque ST RW LW,18,76,88,"FC Barcelona
2024 ~ 2031",276589,"172cm / 5'8""",78kg / 172lbs,Right,78,ST,12,€17.5M,€44K,€39.4M,335,62,82,62,54,75,356,83,74,70,52,77,406,88,83,85,70,80,377,80,83,65,75,74,257,28,15,80,62,72,74,44,18,15,11,54,13,14,12,6,9,1829,387,1,85,79,59,80,20,
Vini Jr. LW ST,22,89,94,"Real Madrid
2018 ~ 2027",238794,"176cm / 5'9""",73kg / 161lbs,Right,90,CAM,5,€158.5M,€310K,€336.8M,373,79+1,89,50,82+2,73+1,400,92,79+2,62,77,90,454,95,95,94,86,84,380,77+1,74,84,65,80,323,58,26,87,83+2,69+4,83+4,75,32,25,18,36,5,7,7,7,10,2041,446,5,95,83,80,90,29,
J. Zirkzee ST,22,78,86,"Bologna
2022 ~ 2026",250961,"193cm / 6'4""",89kg / 196lbs,Right,81,CAM,8,€32M,€34K,€60.8M,351,55,80,71,78,67,365,81,68,66,65,85,368,74,76,84,74,60,385,76,85,67,81,76,290,43,14,78,78,77,83,59,20,20,19,51,6,11,12,8,14,1869,398,1,75,78,70,81,24,
T. Kubo RW ST RM,22,81,88,"Real Sociedad
2022 ~ 2029",237681,"173cm / 5'8""",64kg / 141lbs,Left,83,CAM,7,€52.5M,€40K,€120.8M,352,77,81,49,78,67,391,84,75,74,74,84,416,89,79,86,79,83,348,73,69,74,58,74,289,43,28,79,76,63,72,129,40,43,46,48,6,7,15,10,10,1973,419,3,84,76,76,83,40,
K. Mainoo CDM CM,18,72,87,"Manchester United
2022 ~ 2027",269136,"184cm / 6'0""",80kg / 176lbs,Right,73,CAM,15,€5M,€16K,€12.6M,308,54,60,64,78,52,331,79,63,41,74,74,379,77,72,78,68,84,334,67,76,69,68,54,317,70,64,63,69,51,75,205,70,72,63,49,14,11,10,5,9,1923,416,1,74,60,68,77,68,
K. Adeyemi LM ST,21,80,87,"Borussia Dortmund
2022 ~ 2027",251852,"180cm / 5'11""",77kg / 170lbs,Left,81,LM,7,€43M,€38K,€81.7M,366,72,79,70,74,71,358,82,67,62,67,80,438,96,96,87,78,81,383,76,90,76,67,74,309,59,31,77,72,70,76,94,25,34,35,50,12,12,7,12,7,1998,427,2,96,76,71,81,34,
S. Guirassy ST,27,82+1,82+1,"VfB Stuttgart
2023 ~ 2026",215441,"187cm / 6'2""",82kg / 181lbs,Right,82,ST,0,€33M,€41K,€56.1M,379,56,86+1,80+1,78+1,79+1,359,80+1,66,67,63,83+1,355,66,68,67,83+1,71,403,84+1,85,73+2,83,78+1,343,73,29,86+1,70+1,85,87+1,105,42,29,34,51,11,8,12,12,8,1995,418,2,67,84,69,80,39,
M. Tel ST LM RM,18,75,88,"FC Bayern München
2022 ~ 2029",268421,"183cm / 6'0""",77kg / 170lbs,Right,77,ST,13,€13M,€20K,€29.6M,341,56,79,65,68,73,339,79,68,56,59,77,382,79,85,78,64,76,355,86,76,53,67,73,278,48,18,77,71,64,74,81,22,27,32,54,12,9,15,7,11,1830,389,1,82,78,64,77,28,
João Neves CM,18,77+1,88+1,"Benfica
2022 ~ 2028",272834,"174cm / 5'9""",66kg / 146lbs,Right,81,CDM,11,€22M,€5K,€48.4M,324,63,53,62+4,80,66,354,76,67,53,79+1,79+1,392,78,75,79,82+5,78,359,71,75+5,90+1,68+10,55,364,81,79+3,72,76,56,81,226,77+5,77+2,72+3,46,8,7,5,13,13,2065,438,1,76,59,74,78,75,
L. Messi CF CAM,36,90,90,"Inter Miami
2023 ~ 2025",158023,"169cm / 5'7""",67kg / 148lbs,Left,91,CAM,0,€41M,€23K,€61.5M,409,83,89,60,91,86,465,96,93,93,90,93,435,87,74,91,88,95,382,83,71,70,68,90,342,44,40,91,92,75,96,79,20,35,24,54,6,11,15,14,8,2166,448,5,80,87,90,94,33,
Cristiano Ronaldo ST,38,86,86,"Al Nassr
2023 ~ 2025",20801,"187cm / 6'2""",85kg / 187lbs,Right,86,ST,0,€23M,€66K,€36.8M,414,78,87,87,79,83,388,77,79,76,70,86,377,73,80,76,87,61,426,92,93,80,76,85,349,62,29,90,78,90,92,80,24,32,24,58,7,11,15,14,11,2092,431,5,77,88,77,80,34,
D. Rice CDM CM,24,87,88,"Arsenal
2023 ~ 2028",234378,"185cm / 6'1""",80kg / 176lbs,Right,87,CDM,1,€88.5M,€150K,€170.4M,343,72,64,72,85,50,388,82,72,65,86,83,346,68,74,55,84,65,397,78,79,91,79,70,381,85,86,61,78,71,83,256,85,86,85,47,8,11,14,5,9,2158,465,3,71,68,80,79,84,
E. Camavinga CM CDM LB,20,83,90,"Real Madrid
2021 ~ 2029",248243,"182cm / 6'0""",68kg / 150lbs,Left,86,CM,7,€71.5M,€135K,€160.9M,350,77,64,64,86,59,385,84,72,59,84,86,401,78,79,82,82,80,389,73,81,84,81,70,379,79,82,73,83,62,84,239,76,82,81,50,12,6,8,12,12,2193,470,3,79,67,81,84,78,
Moleiro LM CM CAM,19,77,87,"Las Palmas
2021 ~ 2026",264388,"172cm / 5'8""",67kg / 148lbs,Right,79,CAM,10,€23M,€12K,€52.9M,315,62,65,57,78,53,353,82,65,52,74,80,408,86,81,88,70,83,339,70,74,67,60,68,322,60,48,74,81,59,71,155,47,55,53,45,6,9,11,8,11,1937,416,1,83,66,73,81,51,
J. Sancho LM RM,23,81,85,"Borussia Dortmund
Jun 30, 2024 On loan",233049,"180cm / 5'11""",76kg / 168lbs,Right,85,CAM,4,€37M,€110K,€0,356,77,76,38,85,80,392,89,84,65,68,86,411,81,75,89,77,89,272,63,53,55,42,59,296,25,31,82,84,74,85,85,30,30,25,52,7,11,10,11,13,1864,388,3,78,70,80,87,31,
P. Brunner ST LM,17,65,87,"Borussia Dortmund
2023 ~ 2025",274126,"185cm / 6'1""",77kg / 170lbs,Right,67,ST,22,€2.3M,€2K,€6.2M,298,42,72,60,61,63,274,68,63,40,39,64,334,69,68,71,59,67,311,62,69,57,64,59,243,48,24,62,50,59,59,68,20,28,20,43,10,7,12,8,6,1571,337,1,68,66,51,66,27,
G. Rutter CAM ST,21,76,86,"Leeds United
2023 ~ 2028",245637,"182cm / 6'0""",77kg / 170lbs,Left,78,CAM,10,€17M,€31K,€35.7M,347,65,70,69,75,68,335,81,60,45,70,79,388,77,80,77,74,80,379,75,83,72,80,69,267,35,18,74,76,64,74,135,45,45,45,50,6,10,14,10,10,1901,410,1,79,71,70,79,42,
M. Olise RM RW CAM,21,80,88,"Crystal Palace
2021 ~ 2027",247827,"184cm / 6'0""",73kg / 161lbs,Left,82,CAM,8,€47.5M,€37K,€99.8M,338,80,77,36,80,65+3,399,84,80,76,77,82,413,82,79,91,75,86,317,76,55,68,46,72+4,345,68,50,75+1,83,69+2,79+1,159,52,56,51,49,9,11,9,10,10,2020,426,1,80,75,80,84,51,
Palhinha CDM,27,84,85,"Fulham
2022 ~ 2028",229391,"190cm / 6'3""",85kg / 187lbs,Right,86,CB,1,€43M,€110K,€84.9M,339,60,66,79,79,55,349,77,66,45,80,81,331,63+4,67,64,80,57+2,412,81,86+2,88,90,67,376,95,83,69,72,57,84,259,84,88,87,46,14,10,8,7,7,2112,456,2,65,68,72,76,85,
J. Bakayoko RW,20,78,87,"PSV
2019 ~ 2026",265450,"179cm / 5'10""",70kg / 154lbs,Left,79,LM,9,€31M,€17K,€49.6M,340,75,72,58,71,64,358,84,78,57,58,81,403,88,86,86,77,66,348,68,70,75,68,67,259,40,23,71,68,57,72,86,24,35,27,43,7,14,7,6,9,1837,401,1,87,69,69,81,31,
Kim Min Jae CB,26,84,86,"FC Bayern München
2023 ~ 2028",237086,"190cm / 6'3""",86kg / 190lbs,Right,86,CB,2,€46M,€82K,€79.4M,238,35,23,81,75,24,248,57,36,23,64,68,371,75,84,65,82,65,336,51,84,77,87,37,304,84,85,48,57,30,74,258,86,87,85,56,13,7,11,14,11,1811,404,2,80,33,57,64,86,
M. Mudryk LM LW,22,77,84,"Chelsea
2023 ~ 2031",246340,"175cm / 5'9""",61kg / 134lbs,Right,78,CAM,7,€21.5M,€76K,€45.2M,303,67,67,42+3,72,55+8,358,82,67,63,67,79,420,93,91,87,70,79+6,333,76,65+1,67,55,70,292,56,30+2,70,77,59,70,125,40,45,40+2,49,10,12,14,6,7,1880,411,1,92,69,71,80,40,
K. Kvaratskhelia LW RW,22,86,92,"Napoli
2022 ~ 2027",247635,"183cm / 6'0""",70kg / 154lbs,Right,87,CAM,6,€109M,€95K,€207.1M,368,78,81,62,83,64,401,90,82,65,76,88,417,85,86,86,84,76,388,78,78,79,70,83,335,62,40,82,86,65,79,111,38,39,34,54,9,15,8,14,8,2074,445,2,86,79,81,87,41,
Arnau Martínez RB CB RWB,20,80,86,"Girona
2020 ~ 2025",260815,"182cm / 6'0""",72kg / 159lbs,Right,80,RB,6,€30.5M,€22K,€70.2M,318,80,50,74,79,35,326,75,68,40,66,77,380,82,78,75,79,66,327,56,82,78,66,45,319,67,76,61,65,50,65,228,73,78,77,43,10,7,7,10,9,1941,423,1,80,50,72,75,76,
V. Boniface ST,22,81+1,86,"Bayer 04 Leverkusen
2023 ~ 2028",247679,"190cm / 6'3""",91kg / 201lbs,Right,83,ST,5,€40M,€60K,€71M,355,48,80+1,77,75+1,75+4,355,84+1,70+9,58,60+2,83+2,352,69,79,68,78,58,412,86,87,73,88,78,337,79,33,84,71+1,70,78+3,95,38,31,26,45,14,5,7,7,12,1951,420,1,75,80,65,80,38,
Alejandro Garnacho LM RM,19,76,87,"Manchester United
2021 ~ 2028",268438,"180cm / 5'11""",72kg / 159lbs,Right,77,RM,11,€16M,€49K,€33.6M,328,70,72,44,72,70,345,78,75,61,56,75,423,88,84,87,76,88,329,78,59,76,47,69,308,66,40,77,69,56,72,98,32,37,29,55,6,15,14,13,7,1886,399,1,86,72,68,78,36,
R. Lewis RB CDM,18,75,86,"Manchester City
2022 ~ 2028",271574,"169cm / 5'7""",70kg / 154lbs,Right,76,RWB,11,€11.5M,€23K,€23.6M,286,72,44,58,82,30,324,75,54,42,73,80,384,78,75,79,77,75,278,55,66,69,51,37,323,66,68,70,69,50,74,217,71,74,72,55,11,8,11,12,13,1867,401,1,76,46,73,77,70,
E. Haaland ST,22,91,94,"Manchester City
2022 ~ 2027",239085,"195cm / 6'5""",94kg / 207lbs,Left,93,ST,3,€185M,€340K,€356.1M,393,47,96,83,77,90,363,79,77,62,63,82,420,82,94,78,94,72,442,94,93,76,93,86,386,87,43,96,74,86,87,114,38,47,29,52,7,14,13,11,7,2170,464,5,89,93,68,81,45,
M. Greenwood RM ST LM,21,78,85,"Getafe
Jun 30, 2024 On loan",246147,"181cm / 5'11""",70kg / 154lbs,Left,80,CAM,7,€28.5M,€73K,€0,360,70,79,63,77,71,381,81,78,70,72,80,394,82,83,85,69,75,363,85,75,67,60,76,304,49,34,79,75,67,73,99,27,39,33,34,5,6,6,9,8,1935,412,1,83,79,74,80,36,
Fresneda RWB RB,18,72,85,"Sporting CP
2023 ~ 2028",266253,"183cm / 6'0""",74kg / 163lbs,Right,72,RWB,13,€5M,€2K,€13.1M,272,65,43,60,69,35,285,75,50,30,53,77,364,77,75,71,67,74,295,43,75,76,67,34,279,62,65,58,53,41,60,208,68,73,67,48,14,5,12,6,11,1751,388,2,76,41,60,74,68,
R. Bardghji RW,17,70,85,"København
2021 ~ 2025",265600,"173cm / 5'8""",67kg / 148lbs,Left,71,CAM,15,€3.6M,€3K,€6.9M,279,61,70,24,64,60,327,72,66,63,55,71,392,77,74,86,67,88,296,70,48,64,49,65,280,52,28,73,66,61,69,91,32,30,29,63,8,14,13,14,14,1728,363,1,75,68,63,74,30,
António Silva CB,19,79,87-1,"Benfica
2022 ~ 2027",270086,"187cm / 6'2""",82kg / 181lbs,Right,81,CB,8,€35.5M,€8K,€78.1M,281,45,31,77,77-1,51,280,69,36,26,76-2,73,352,77,81,57,79,58,331,60,83,83,83+1,22,291,70-2,78-2,34,69-1,40,77,239,80,81,78,44,12,10,8,6,8,1818,408,2,79,37,64,69,79,
K. Mbappé ST LW,24,91,94,"Paris Saint Germain
2018 ~ 2024",231747,"182cm / 6'0""",75kg / 165lbs,Right,93,ST,3,€181.5M,€230K,€349.4M,415,78,94,73,86,84,405,93,80,69,71,92,462,97,97,93,93,82,426,90,88,88,77,83,362,64,38,93,83,84,88,92,26,34,32,42,13,5,7,11,6,2204,473,5,97,90,80,92,36,
J. Álvarez CF ST CAM,23,83,87,"Manchester City
2022 ~ 2028",246191,"170cm / 5'7""",71kg / 157lbs,Right,84,CAM,4,€52.5M,€150K,€101.1M,383,77,83,69,78,76,406,83,84,80,74,85,425,85,80,87,86,87,404,86,80,85,70,83,374,84,52,84,81,73,84,161,60,55,46,45,6,10,8,15,6,2198,460,2,82,83,78,84,56,
A. Tuanzebe CB RB,25,73,77,"Ipswich Town
2023 ~ 2024",231485,"185cm / 6'1""",75kg / 165lbs,Right,75,CB,4,€3.8M,€15K,€7.5M,260,52,26,70,71,41,285,66,45,37,69,68,364,72,87,66,73,66,295,53,79,55,74,34,310,75,72,52,61,50,77,216,73,72,71,43,5,8,5,13,12,1773,388,1,80,36,62,68,72,
Pau Cubarsí CB,16,64,83,"FC Barcelona
2023 ~ 2026",278046,"182cm / 6'0""",75kg / 165lbs,Right,66,CB,19,€1.4M,€1K,€3.7M,197,26,22,65,63,21,207,43,22,25,54,63,322,63,68,65,64,62,243,32,67,68,60,16,220,63,65,22,34,36,59,196,63,67,66,51,10,6,14,7,14,1436,316,1,66,23,45,54,65,
R. Aït-Nouri LWB LB LM,22,77,83,"Wolverhampton Wanderers
2021 ~ 2026",242641,"180cm / 5'11""",70kg / 154lbs,Left,77,LWB,6,€16M,€47K,€33.6M,303,73,50,62,70,48,358,82,72,58,67,79,391,84,83,79,70,75,327,61,76,79,63,48,316,67,71,68,68,42,71,220,71,75,74,60,15,11,8,14,12,1975,423,1,83,52,69,79,72,
R. Lavia CDM CM,19,73,86,"Chelsea
2023 ~ 2030",263620,"181cm / 5'11""",76kg / 168lbs,Right,74,CDM,13,€7M,€32K,€17.7M,272,50,42+6,60,78,42+6,333,76,65+3,50,67+2,75,359,72,68,73,70,76,339,63+3,76,70,75,55+16,311,72,72,50,65,52+1,77+2,218,73,73,72,43,7,7,5,11,13,1875,405,1,70,50,66,75,71,
R. Aït-Nouri LWB LB LM,22,77,83,"Wolverhampton Wanderers
2021 ~ 2026",242641,"180cm / 5'11""",70kg / 154lbs,Left,77,LWB,6,€16M,€47K,€33.6M,303,73,50,62,70,48,358,82,72,58,67,79,391,84,83,79,70,75,327,61,76,79,63,48,316,67,71,68,68,42,71,220,71,75,74,60,15,11,8,14,12,1975,423,1,83,52,69,79,72,
X. Simons CAM LW LM,20,82,89,"RB Leipzig
Jun 30, 2024 On loan",245367,"179cm / 5'10""",61kg / 134lbs,Right,84,CAM,7,€60.5M,€71K,€0,356,74,78,60,82,62,393,85,82,65,76,85,428,89,85,89,81,84,380,78,71,84,67,80,361,79,65,75,81,61,78,178,60,62,56,43,9,11,5,8,10,2139,462,2,87,77,78,85,61,
D. Udogie LB,20,81,86,"Tottenham Hotspur
2022 ~ 2030",259583,"186cm / 6'1""",73kg / 161lbs,Left,81,LB,5,€35.5M,€62K,€70.1M,341,78,64,64,77,58,340,80,64,51,65,80,403,86,89,80,78,70,377,74,83,83,78,59,356,79,77,79,75,46,78,230,75,79,76,57,8,14,11,10,14,2104,461,1,88,65,73,79,76,
M. van de Ven CB,22,80,86,"Tottenham Hotspur
2023 ~ 2029",264453,"193cm / 6'4""",81kg / 179lbs,Left,82,CB,6,€31M,€69K,€65.1M,294,58,37,75,77,47,292,72,37,34,74,75,357,79,92,59,78,49,344,48,88,73,84,51,299,79,78,48,55,39,82,243,80,82,81,51,7,13,13,11,7,1880,424,1,86,43,64,71,80,
Joselu ST,33,82,82,"Real Madrid
Jun 30, 2024 On loan",173608,"191cm / 6'3""",86kg / 190lbs,Right,82,ST,0,€19.5M,€19K,€0,388,58,87,90,78,75,355,75,73,65,60,82,304,64,63,63,80,34,403,84,89,68,83,79,340,67,30,85,73,85,75,74,26,28,20,52,11,11,8,15,7,1916,399,3,63,84,69,74,33,
D. Szoboszlai CAM CM,22,82,87,"Liverpool
2023 ~ 2028",236772,"186cm / 6'1""",74kg / 163lbs,Right,84,CAM,5,€47M,€110K,€90.5M,390,85,77,60,83,85,424,83,90,87,81,83,393,78,87,80,80,68,399,89,74,82,67,87,362,63,57,79,84,79,82,173,58,61,54,49,10,10,13,10,6,2190,460,2,83,82,84,82,59,
Rafael Leão LW CF LM,24,86,91,"Milan
2019 ~ 2028",241721,"188cm / 6'2""",81kg / 179lbs,Right,86,LW,5,€102.5M,€110K,€181.9M,379,78,82,65,80,74,381,90,80,60,63,88,437,94,94,85,84,80,397,80,86,77,80,74,304,60,24,82,75,63,83,67,22,24,21,57,10,12,15,11,9,2022,439,2,94,79,75,88,27,
A. Dovbyk ST,26,80+1,83+1,"Girona
2023 ~ 2028",242458,"189cm / 6'2""",78kg / 172lbs,Left,82,ST,3,€28M,€36K,€60.9M,357,48,84,80,78+3,67,328,73,63,46,70+6,76,375,79,83,69,77,67,401,78,92,75,85,71+3,322,68,25,83,66,80+3,73+7,83,32,28,23,53,13,13,5,12,10,1919,411,1,81,79,66,73,33,
G. Bazunu GK,21,72,82,"Southampton
2022 ~ 2027",243585,"189cm / 6'2""",78kg / 172lbs,Right,72,GK,10,€4.6M,€14K,€9.7M,79,11,5,11,45,7,109,12,14,12,51,20,253,49,43,54,65,42,184,56,57,16,50,5,108,16,9,8,60,15,38,39,16,12,11,362,73,71,74,69,75,1134,409,1,73,71,74,75,47,
T. Livramento RB LB,20,77,85,"Newcastle United
2023 ~ 2028",262118,"181cm / 5'11""",71kg / 157lbs,Right,78,RWB,8,€22M,€57K,€46.2M,293,74,47,56,75,41,336,77,69,51,61,78,388,79,80,76,75,78,321,60,73,74,68,46,321,74,76,70,60,41,76,225,73,78,74,56,10,12,8,13,13,1940,420,1,80,50,68,77,74,
Sávio LM CF LW,19,80,88,"Girona
Jun 30, 2024 On loan",270409,"176cm / 5'9""",71kg / 157lbs,Left,81,CAM,8,€45.5M,€7K,€0,341,80,76,45,77,63,368,86,78,55,67,82,412,88,87,88,73,76,315,69,61,73,45,67,284,45,25,76,76,62,70,92,26,30,36,50,9,12,8,9,12,1862,399,1,87,71,75,83,30,
S. Giménez ST,22,79-1,84-1,"Feyenoord
2022 ~ 2027",245152,"182cm / 6'0""",69kg / 152lbs,Left,81,ST,5,€27.5M,€20K,€40.6M,370,64,82-1,80,74,70,347,77,72,52,69,77-1,371,77,75,75,74,70,400,83,82,80,79,76,369,78,51,84-1,75-1,81,78,116,55,39,22,48,6,14,12,6,10,2021,430,2,76,80,70,76,49,
R. Calafiori CB LB,21,75,84,"Bologna
2023 ~ 2027",257711,"188cm / 6'2""",86kg / 190lbs,Left,77,CB,9,€12M,€19K,€22.8M,299,74,28,69,75,53,347,69,72,65,67,74,354,69,73,70,73,69,380,74,79,76,79,72,318,77,74,62,56,49,67,228,75,77,76,42,9,11,5,6,11,1968,414,1,71,50,69,71,75,
M. Kerkez LB,19,75,85,"AFC Bournemouth
2023 ~ 2027",260908,"176cm / 5'9""",71kg / 157lbs,Left,75,LB,10,€11.5M,€20K,€24.2M,309,73,53,62,69,52,299,73,54,42,59,71,398,85,79,83,69,82,329,55,70,89,65,50,324,79,70,62,67,46,65,209,68,69,72,57,8,13,10,13,13,1925,417,1,82,53,66,73,69,
L. Trossard CF LW,28,82,82,"Arsenal
2023 ~ 2027",207421,"171cm / 5'7""",67kg / 148lbs,Right,82,CF,0,€31M,€140K,€57.4M,387,78,84,65,82,78,398,84,83,69,77,85,418,87,75,92,79,85,368,81,75,76,57,79,303,47,18,83,80,75,84,79,30,31,18,47,14,8,11,7,7,2000,417,2,80,82,79,85,30,
F. Valverde CM RW,24,88,91,"Real Madrid
2016 ~ 2029",239053,"182cm / 6'0""",78kg / 172lbs,Right,90,CM,3,€124M,€270K,€263.5M,380,78,78,63,87,74+4,402,83,74,69,88,88,409,84,91,77,89,68,427,89,82,89,80,87,395,81,83,86,86,59,84,244,79,85,80,45,6,10,6,15,8,2302,500,3,88,81,84,84,80,
T. Almada CAM CM CF,22,80,88,"Atlanta United
2022 ~ 2026",245371,"171cm / 5'7""",62kg / 137lbs,Right,83,CAM,8,€47.5M,€11K,€80.8M,329,66,72,39,79,73,408,82,85,84,73,84,431,91,81,92,74,93,337,75,57,75,55,75,354,64,58,81,76,75,81,152,44,57,51,47,12,8,9,8,10,2058,432,3,86,74,75,84,51,
D. Núñez ST LW,24,83,87,"Liverpool
2022 ~ 2028",253072,"187cm / 6'2""",81kg / 179lbs,Right,86,ST,4,€52.5M,€130K,€101.1M,382,69,81,80,74,78,362,79,75,61,68,79,408,88,92,78,84,66,430,86,94,88,85,77,371,84,44,87,78,78,78,122,39,47,36,59,14,10,12,10,13,2134,453,3,90,81,72,78,46,
P. Hincapié CB,21,79,86,"Bayer 04 Leverkusen
2021 ~ 2027",256197,"183cm / 6'0""",77kg / 170lbs,Left,81,CB,7,€33M,€36K,€62.7M,284,55,40,78,78,33,305,70,56,32,74,73,385,79,85,75,78,68,320,50,88,74,77,31,298,80,77,55,53,33,76,242,79,79,84,49,9,15,10,6,9,1883,414,2,82,40,64,72,79,
Gonçalo Inácio CB,21,80,87,"Sporting CP
2019 ~ 2027",257179,"185cm / 6'1""",78kg / 172lbs,Left,82,CB,7,€40M,€12K,€88M,259,30,23,82+2,79,45,274,63+5,29,27,82+3,73,364,78,81,73+5,77,55,336,67,84+2,78,79,28,319,78,78,48,75+3,40,75,243,82,82,79,36,6,6,7,10,7,1831,408,1,80,36,64,68,81,
G. Ilenikhena ST,16,70,86,"Antwerp
2023 ~ 2027",273546,"185cm / 6'1""",76kg / 168lbs,Left,72,ST,16,€4M,€3K,€8.5M,312,42,74,67,66,63,296,70,59,45,54,68,363,80,82,76,60,65,352,72,81,62,72,65,240,28,17,72,55,68,65,70,16,28,26,38,9,7,10,5,7,1671,364,1,81,71,56,69,26,
